Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
P16118,2.7.1.105,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P16118_2.7.1.105.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,16.876,597,False,P16118_2.7.1.105_vs_121p_A_visualization.png,P16118_2.7.1.105_vs_121p_A_aligned.pdb
P07953,2.7.1.105,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P07953_2.7.1.105.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,12.142,470,False,P07953_2.7.1.105_vs_121p_A_visualization.png,P07953_2.7.1.105_vs_121p_A_aligned.pdb
Q0P8I9,2.7.1.168,3v2u,C,3v2uC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q0P8I9_2.7.1.168.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3v2u_C.pdb,7.631,1380,True,Q0P8I9_2.7.1.168_vs_3v2u_C_visualization.png,Q0P8I9_2.7.1.168_vs_3v2u_C_aligned.pdb
Q9AGY8,2.7.1.168,3v2u,C,3v2uC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9AGY8_2.7.1.168.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3v2u_C.pdb,5.660,1192,True,Q9AGY8_2.7.1.168_vs_3v2u_C_visualization.png,Q9AGY8_2.7.1.168_vs_3v2u_C_aligned.pdb
O53637,2.7.1.168,3v2u,C,3v2uC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O53637_2.7.1.168.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3v2u_C.pdb,6.811,784,True,O53637_2.7.1.168_vs_3v2u_C_visualization.png,O53637_2.7.1.168_vs_3v2u_C_aligned.pdb
A6VFM8,6.3.2.31,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6VFM8_6.3.2.31.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,1.304,1321,True,A6VFM8_6.3.2.31_vs_7uld_A_visualization.png,A6VFM8_6.3.2.31_vs_7uld_A_aligned.pdb
A1KNR4,6.3.2.31,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1KNR4_6.3.2.31.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.821,995,True,A1KNR4_6.3.2.31_vs_7uld_A_visualization.png,A1KNR4_6.3.2.31_vs_7uld_A_aligned.pdb
A5U7T6,6.3.2.31,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5U7T6_6.3.2.31.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.822,995,True,A5U7T6_6.3.2.31_vs_7uld_A_visualization.png,A5U7T6_6.3.2.31_vs_7uld_A_aligned.pdb
A0QKC8,6.3.2.31,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QKC8_6.3.2.31.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.775,1033,True,A0QKC8_6.3.2.31_vs_7uld_A_visualization.png,A0QKC8_6.3.2.31_vs_7uld_A_aligned.pdb
A0QTG1,6.3.2.31,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QTG1_6.3.2.31.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.778,1013,True,A0QTG1_6.3.2.31_vs_7uld_A_visualization.png,A0QTG1_6.3.2.31_vs_7uld_A_aligned.pdb
A0RTV6,2.7.1.161,5trd,A,5trdA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0RTV6_2.7.1.161.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5trd_A.pdb,1.713,966,True,A0RTV6_2.7.1.161_vs_5trd_A_visualization.png,A0RTV6_2.7.1.161_vs_5trd_A_aligned.pdb
A1RT34,2.7.1.161,5trd,A,5trdA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1RT34_2.7.1.161.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5trd_A.pdb,2.029,946,True,A1RT34_2.7.1.161_vs_5trd_A_visualization.png,A1RT34_2.7.1.161_vs_5trd_A_aligned.pdb
A1RWC8,2.7.1.161,5trd,A,5trdA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1RWC8_2.7.1.161.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5trd_A.pdb,5.254,1196,True,A1RWC8_2.7.1.161_vs_5trd_A_visualization.png,A1RWC8_2.7.1.161_vs_5trd_A_aligned.pdb
A2BK57,2.7.1.161,5trd,A,5trdA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2BK57_2.7.1.161.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5trd_A.pdb,2.510,544,True,A2BK57_2.7.1.161_vs_5trd_A_visualization.png,A2BK57_2.7.1.161_vs_5trd_A_aligned.pdb
A2STY4,2.7.1.161,5trd,A,5trdA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2STY4_2.7.1.161.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5trd_A.pdb,3.082,876,True,A2STY4_2.7.1.161_vs_5trd_A_visualization.png,A2STY4_2.7.1.161_vs_5trd_A_aligned.pdb
A2EF58,2.7.1.90,3f5m,A,3f5mA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2EF58_2.7.1.90.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3f5m_A.pdb,1.936,1511,True,A2EF58_2.7.1.90_vs_3f5m_A_visualization.png,A2EF58_2.7.1.90_vs_3f5m_A_aligned.pdb
B0RP51,2.7.1.90,3f5m,A,3f5mA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B0RP51_2.7.1.90.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3f5m_A.pdb,1.365,986,True,B0RP51_2.7.1.90_vs_3f5m_A_visualization.png,B0RP51_2.7.1.90_vs_3f5m_A_aligned.pdb
E1VB09,2.7.1.90,3f5m,A,3f5mA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/E1VB09_2.7.1.90.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3f5m_A.pdb,1.954,937,True,E1VB09_2.7.1.90_vs_3f5m_A_visualization.png,E1VB09_2.7.1.90_vs_3f5m_A_aligned.pdb
A2E9H3,2.7.1.90,3f5m,A,3f5mA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2E9H3_2.7.1.90.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3f5m_A.pdb,2.070,1597,True,A2E9H3_2.7.1.90_vs_3f5m_A_visualization.png,A2E9H3_2.7.1.90_vs_3f5m_A_aligned.pdb
